;pdf_name;page_nr;page_section;climate_related_no;climate_related_yes;domain_MetricsTargets;domain_RiskManagement;domain_Strategy;domain_Governance;ron_risk;ron_opportunity;ron_neutral;transition_risk_label;text
10;DZ_Bank_2022_EN;3;0;;;;;;;;;;;the DZ BANK Group: – Bausparkasse Schwäbisch Hall AG (Bausparkasse Schwäbisch Hall) – R+V Versicherung AG (R+V) – Union Asset Management Holding (Union Investment) – TeamBank AG (TeamBank) – DZ BANK AG – central institution and corporate bank (DZ BANK) – DZ HYP AG (DZ HYP) – DZ PRIVATBANK S.
11;DZ_Bank_2022_EN;3;0;;;;;;;;;;;"A. (DZ PRIVATBANK) – VR Smart Finanz AG (VR Smart Finanz) The non-financial report relates to the companies consol- idated for the purposes of commercial law; the disclosure requirements pursuant to Art. 8 of the EU Taxonomy Regula- tion relate to the companies consolidated for regulatory pur - poses (› section 7.2 Mandatory disclosures for the DZ BANK banking group under the EU taxonomy )."
12;DZ_Bank_2022_EN;3;1;;;;;;;;;;;Following an entry in the commercial register on August 12, 2022, DVB was retrospectively merged into DZ BANK with effect from January 1, 2022 and therefore is no longer a management unit. The ‘DZ BANK Group fundamentals’ chapter in the 2022 group management report contains fur - ther information on the management units of the DZ BANK Group and their business models.
13;DZ_Bank_2022_EN;3;1;;;;;;;;;;;Most management units of the DZ BANK Group publish their own sustainability reports and provide sustainability-related information on their websites. Applied frameworks The non-financial report is partially guided by the sustain- ability reporting standards of the Global Reporting Initiative (GRI). With regard to the sustainability reporting of DZ BANK AG, this report was prepared in accordance with the GRI standards ( › GRI content index ).
14;DZ_Bank_2022_EN;3;1;;;;;;;;;;;The disclosures required from DZ BANK AG as a signatory to the UN Principles for Responsible Banking (PRB) are also covered by this report (› UN PRB index ). In addition, this report is aligned with the recommendations of the Task Force on Climate-related Finan- cial Disclosures for the first time ( › TCFD index ).
15;DZ_Bank_2022_EN;3;1;;;;;;;;;;;The report on progress regarding implementation of the UN Global Com- pact (UN GC) is no longer part of the report and will instead be published separately in the second quarter of 2023. | | | | | | | |Contents Company profile Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex3 DZ BANK 2022 Sustainability Report 3.
16;DZ_Bank_2022_EN;4;0;;;;;;;;;;;Dear reader, 2022 was largely shaped by the lingering effects of the pandemic and Russia’s invasion of Ukraine, an event that has caused unimaginable suf- fering. Yet even – or perhaps especially – in this geopolitical climate, the development of our economy and society toward greater sustainability is of crucial importance. Within the DZ BANK Group, we recognize the need for change and the opportunities that this could bring.
17;DZ_Bank_2022_EN;4;0;;;;;;;;;;;The Paris climate action targets and the United Nations’ sustainable development goals show us the way. DZ BANK aims to work with our customers to support the transformation of the econ- omy toward greater sustainability. We are actively working on solutions to bring our portfolio into line with the 1.5 °C target and the vision of a ’net- zero future’. This is illustrated in our business through figures: Loan commitments in the area of renewable energies grew in 2022 to around €6.5 billion.
18;DZ_Bank_2022_EN;4;0;;;;;;;;;;;In the capital markets, we supported placements of green, social, sustainability, and sustainability-linked bonds with a total volume of more than €43.4 bil- lion. In funds business, Union Investment is one of the market leaders with €122.4 billion of sustainable assets under management in accordance with the EU Sustainable Finance Disclosure Regulation (SFDR).
19;DZ_Bank_2022_EN;4;0;;;;;;;;;;;And in the case of R+V’s unit-linked life insurance and pension insurance policies, the pro- portion of new business in funds classified as sustainable pursuant to SFDR amounted to around 63 percent in 2022.2.0 Foreword Uwe Fröhlich (left) and Dr. Cornelius Riese, Co-Chief Executive Officers | | | | | | | |Contents Company profile Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex4 DZ BANK 2022 Sustainability Report 4.
20;DZ_Bank_2022_EN;5;0;;;;;;;;;;;We will continue translating our shared values and our sustainability goals into action and reporting on the results. This report provides a compre- hensive insight into our sustainability activities in 2022. This year, for the first time, we have also had the highlighted disclosures of the Principles for Responsible Banking Index (UN PRB) independently reviewed. We hope that you will enjoy reading this report and we look forward to con- tinuing our dialogue with you.
21;DZ_Bank_2022_EN;5;0;;;;;;;;;;;Kind regards, The Co-Chief Executive Officers of DZ BANK Uwe Fröhlich Dr. Cornelius Riese Co-Chief Executive Officer Co-Chief Executive OfficerTo ensure an effective approach to this work, we set up the Group Sustain- ability Committee on January 1, 2023 as a steering committee at the level of the Board of Managing Directors of the DZ BANK Group. We have set ambitious new sustainability objectives and created sector-specific decarbon- ization pathways.
22;DZ_Bank_2022_EN;5;0;;;;;;;;;;;The results show that DZ BANK is starting from a good position in key emissions-intensive sectors, with relatively carbon-efficient portfolios. Climate risks are also financial risks. That is one of the reasons why we signed up to the recommendations of the Task Force on Climate-related Financial Disclosures (TCFD) last year, as they help to create greater transpar - ency in dealing with these risks. It is important to us to be transparent about what we do.
23;DZ_Bank_2022_EN;5;0;;;;;;;;;;;Transparency is the basis for the trust of customers and society, and trust is what makes the cooperative financial network strong. T ransparency is the basis for the trust of customers and society, and trust is what makes the cooperative financial network strong. Uwe Fröhlich and Dr.
24;DZ_Bank_2022_EN;5;0;;;;;;;;;;;Cornelius Riese, Co-Chief Executive Officers of DZ BANK | | | | | | | |Contents Company profile Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex5 DZ BANK 2022 Sustainability Report 5.
25;DZ_Bank_2022_EN;6;0;;;;;;;;;;;The DZ BANK Group is one of the leading financial services providers in Germany and is part of the Volksbanken Raif- feisenbanken cooperative financial network. Strategy Sustainability is firmly embedded in the business model of the DZ BANK Group as a value and a strategic goal. Its entities have committed to the principles of the United Nations Global Compact and support its sustainable devel- opment goals (SDGs), agreed in 2015.
26;DZ_Bank_2022_EN;6;0;;;;;;;;;;;"Depending on their particular line of business, the entities have also signed up to the UN Principles for Responsible Investment, Responsible Banking, or Sustainable Insurance . The group’s corporate strategy supports the transformation of the economy to a future that is compatible with the 1.5 degree target. In 2022, DZ BANK became a supporter of the Task Force on Climate-related Financial Disclosures (TCFD); Union Invest- ment has been a supporter since 2018."
27;DZ_Bank_2022_EN;6;0;;;;;;;;;;;A materiality assess- ment was carried out in order to determine key areas of action for sustainability activities. Corporate governance The Group Governance Policy sets the standards for good and responsible corporate governance. This includes ensur - ing legally compliant action as described in the DZ BANK Group’s code of conduct , and a functioning system of risk management that includes sustainability risks.
28;DZ_Bank_2022_EN;6;0;;;;;;;;;;;The Group Coordination Committee , the Group’s most senior steering committee, is responsible for coordinating sustainability activities across the Group. Since January 2023, the Group Sustainability Committee (GSC) at the level of the Board of Managing Directors has provided a platform for the sharing of information across the Group, with the aim of integrating sustainability even more closely into the core business.
29;DZ_Bank_2022_EN;6;0;;;;;;;;;;;With this purpose in mind, an integrated umbrella program was launched in early 2022. Some of the individual projects that form part of the program involve collaboration between dif- ferent Group entities. Business portfolio Key objectives of the DZ BANK Group for the core business include lasting impact within the meaning of the SDGs, the decarbonization of the credit portfolio, and the manage ment of climate risks.
30;DZ_Bank_2022_EN;6;0;;;;;;;;;;;To implement these objectives, DZ BANK created its own SDG classification approach for assessing its business activities in 2020. In 2022, sector-specific decarbon- ization targets were developed for use in lending and invest- ment. DZ BANK follows the standards of the Partnership for Carbon Accounting for Financials (PCAF) and the method- ology of the Paris Agreement Capital Transition Assessment (PACTA) when calculating the absolute funded emissions.
31;DZ_Bank_2022_EN;6;0;;;;;;;;;;;These approaches supplement the long-established rejection criteria and sectoral rules . The DZ BANK banking group and R+V Versicherung have been making detailed disclosures under the EU taxonomy since 2021. The asset management companies also make disclosures on the share of sustainable fund products in accordance with the SFDR . Business processes Customer focus is a core commitment for all entities in the DZ BANK Group.
32;DZ_Bank_2022_EN;6;1;;;;;;;;;;;For some of them, this also includes protecting customers against overextending themselves financially. The entities have an environmental management policy and pursue a shared climate strategy to reduce their greenhouse gas emissions. Data protection and information security are governed by groupwide policies .
33;DZ_Bank_2022_EN;6;1;;;;;;;;;;;Employees Attracting, retaining, and developing employees is the focus of the groupwide HR strategy , which also includes a com- mon remuneration and employer branding strategy , and a shared understanding of leadership . In a letter of intent pub- lished in 2012, the group entities committed to supporting the advancement of women in their careers.
34;DZ_Bank_2022_EN;6;1;;;;;;;;;;;Corporate citizenship The DZ BANK Group entities engage in a wide variety of corporate citizenship activities, including the promotion of financial literacy. Many have set up foundations to make a lasting contribution to social development, and all make donations to social and cultural causes. In 2022, the focus across the group was on aid for Ukraine.3.
35;DZ_Bank_2022_EN;6;1;;;;;;;;;;;0 Executive summary | | | | | | | |Contents Company profile Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex6 DZ BANK 2022 Sustainability Report.
36;DZ_Bank_2022_EN;7;0;;;;;;;;;;;The DZ BANK Group forms part of the Volksbanken Raif- feisenbanken cooperative financial network, which includes more than 700 cooperative banks and is one of Germany’s largest private-sector financial services organizations mea- sured in terms of total assets. Within the cooperative financial network, Frankfurt-based DZ BANK functions as the central institution and is respon- sible for supporting the business of the cooperative banks in their regions.
37;DZ_Bank_2022_EN;7;0;;;;;;;;;;;It also operates as a corporate bank and acts as the holding company for the DZ BANK Group. As at December 31, 2022, DZ BANK had 5,599 employees working at 25 offices in Germany and around the world and its total assets amounted to €362.9 billion. Its range of products and services extends from classic and innovative financial products, structured finance, and capital market issues, to trading and sales in the equity and bond markets.
38;DZ_Bank_2022_EN;7;0;;;;;;;;;;;DZ BANK also supports companies and institutions that need a nationwide banking partner.Further entities in the DZ BANK Group include Bauspar - kasse Schwäbisch Hall, DZ HYP , DZ PRIVATBANK, R+V Ver - sicherung, TeamBank, Union Investment, VR Smart Finanz, and various other specialized institutions.
39;DZ_Bank_2022_EN;7;0;;;;;;;;;;;With their strong brands, the entities in the DZ BANK Group constitute key pillars in the range of financial products and services offered by the cooperative financial network, which comprises bank- ing, insurance, home savings, and investment solutions. The business of all entities in the DZ BANK Group is primarily focused on the German market.
40;DZ_Bank_2022_EN;7;0;;;;;;;;;;;The ‘DZ BANK Group fun- damentals’ chapter in the 2022 group management report contains further information on the individual entities and their business models.4.
41;DZ_Bank_2022_EN;7;0;;;;;;;;;;;0 Company profile DZ BANK GROUP – KEY FIGURES € million2022 2021 PROFIT BEFORE TAXES 1,797 3,096 INCOME TAXES 724 920 NET PROFIT 1,073 2,176 TOTAL ASSETS 627,041 627,273 EQUITY 23,076 28,661 WAGES AND SALARIES 1,726 1,692 PENSION AND OTHER POST-EMPLOYMENT BENEFIT EXPENSES107 101 AVERAGE NUMBER OF EMPLOYEES DURING THE YEAR32,985 32,271 STRONG BRANDS – STRONG PARTNERS | | | | | | | |Contents Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex.
42;DZ_Bank_2022_EN;7;0;;;;;;;;;;;Company profile7 DZ BANK 2022 Sustainability Report 7.
43;DZ_Bank_2022_EN;8;0;;;;;;;;;;;4.1 Sustainability ratings The DZ BANK Group has held a ‘prime’ rating from sustain- ability rating agency Institutional Shareholder Services Inc. (ISS) since 2011. This prime status is awarded to companies whose performance regarding environmental and social aspects is assessed as above the average for their industry. DZ BANK has also consistently held an AA rating from rat- Sustainability ratings of the DZ BANK Group Rating agency 2021 C+ 45 AA 22.6 2020 C+ 43 AA 19.
44;DZ_Bank_2022_EN;8;0;;;;;;;;;;;2 Scale A+ to D - 0 to 100 AAA to CCC 0 to 40+ Industry average D n/a A 26.9 Current rating/score C+ 45 AA 21.0 Last revised: February 27, 2023 Sustainability ratings of DZ BANK AG ing agency MSCI ESG Research since 2015, making it one of the leaders when it comes to dealing with ESG risks and opportunities. Other sustainability ratings awarded to the DZ BANK Group are testament to its strong sustainability performance.
45;DZ_Bank_2022_EN;8;0;;;;;;;;;;;| | | | | | | |Contents Strategy Corporate management Business portfolio Business processes Employees Corporate citizenship Annex Company profile8 DZ BANK 2022 Sustainability Report.
46;DZ_Bank_2022_EN;9;0;;;;;;;;;;;5.0 Strategy Firm focus Sustainability is firmly embedded in the corporate values and strategy of the DZ BANK Group. We incorporate the sustainable development goals and the Paris climate agreement into our core business and our finance function.
47;DZ_Bank_2022_EN;10;0;;;;;;;;;;;Sustainability is embedded in the strategy of the DZ BANK Group at several different levels: as a priority topic for the strategic planning process, as a groupwide area of potential, and as a self-contained implementation package under the ’Verbund First 4.0’ initiative of DZ BANK. Sustainability in the strategic planning process As part of the annual strategic planning process (SPP), the group entities define their business strategy including the strategic direction, objectives, and measures.
48;DZ_Bank_2022_EN;10;0;;;;;;;;;;;These plans are discussed in strategic dialogue sessions at the level of the Board of Managing Directors and then taken forward to the consolidated group planning stage, which involves the devel- opment of the business strategy for the DZ BANK Group. The Strategy & Group Development division of DZ BANK is responsible for the overall coordination of the SPP .
49;DZ_Bank_2022_EN;10;0;;;;;;;;;;;Sustain- ability has to be treated as a key topic in all strategic dia- logues within the DZ BANK Group and evaluated against the backdrop of the changing regulatory and market conditions. The subject is discussed in terms of opportunities and risks.
50;DZ_Bank_2022_EN;10;0;;;;;;;;;;;The strategic positioning of the overall bank and the role of the divisions in supporting customers’ transformation was discussed at DZ BANK in 2022 as part of the strategic dia- logues with the Corporate Banking, Capital Markets, and Transaction Banking business lines. In 2022, the SPP was also used to identify the key sustainability issues applicable to each of the group entities, as the priorities vary according to business model.
51;DZ_Bank_2022_EN;10;0;;;;;;;;;;;For example, DZ BANK plans to further expand its sustainability expertise and environmental, social, and corporate governance (ESG) activities in its capital mar - kets business with institutional clients. The range of sustain- able investment products on offer in the securities business with retail customers is also to be extended.
52;DZ_Bank_2022_EN;10;0;;;;;;;;;;;Union Investment aims to support the sustainability efforts of clients in its institutional asset management business and continues to expand its product range with a focus on sus- tainability-oriented institutional mutual funds. In addition, it intends to broaden its offering of sustainability-oriented products for retail customers. DZ PRIVATBANK also offers various solutions for sustainability-minded customers.
53;DZ_Bank_2022_EN;10;0;;;;;;;;;;;Going forward, it wants to increase the extent to which sustainabil- ity factors are taken into account in its asset management activities and integrate these factors more tightly into selec- tion processes. Sustainability as an area of potential in the DZ BANK Group strategy Sustainability is one of currently seven areas of potential that are to be used to further strengthen the future com- petitiveness and profitability of the DZ BANK Group.
54;DZ_Bank_2022_EN;10;0;;;;;;;;;;;These areas of potential are being coordinated at group level by the Strategy & Group Development division of DZ BANK for the purposes of the SPP . This area of potential is being spon- sored by the two Co-Chief Executive Officers of DZ BANK AG along with members of the Boards of Managing Direc- tors of DZ BANK Group entities representing other areas of the financial sector (Union Investment for asset man- agement and R+V for insurance).
55;DZ_Bank_2022_EN;10;0;;;;;;;;;;;The Group Coordination Committee, the highest-level management and coordination committee in the DZ BANK Group, is updated regularly on progress with the implementation of measures in the areas of potential. ( › section 6.1 Governance ). In 2020, the 17 sustainable development goals (SDGs) of the United Nations (UN) were determined as the overarching classification framework for the business activities of the DZ BANK Group entities.
56;DZ_Bank_2022_EN;10;1;;;;;;;;;;;This is consistent with the objectives of the cooperative financial network, which regards the SDGs as a core component of its sustainability strategy. DZ BANK has developed a proprietary SDG classification method for analyzing business activities in respect of their contribution to the 17 SDGs. The plan is to make SDG classification avail- able to the entire cooperative financial network ( › section 7.1 Impact transparency ).
57;DZ_Bank_2022_EN;10;1;;;;;;;;;;;The work in the sustainability area of potential in 2022 focused on transforming the Group Corporate Responsibil- ity Committee (GCRC) – the group’s existing committee for sustainability matters, whose members are drawn from the operating business – into a Group Sustainability Committee (GSC) at the level of the Board of Managing Directors. It will become operational in 2023 ( › section 6.1 Governance ). Verbund First 4.0 initiative of DZ BANK The ’Verbund First 4.
58;DZ_Bank_2022_EN;10;1;;;;;;;;;;;0’ initiative, which was launched in 2018, aims to further develop the role of DZ BANK as the leading financial services provider for the Volksbanken Raiffeisenbanken cooperative financial network. Subsid-5.1 Strategy and goals | | | | | | | |Contents Company profile Corporate management Business portfolio Business processes Employees Corporate citizenship Annex Strategy10 DZ BANK 2022 Sustainability Report 10.
59;DZ_Bank_2022_EN;11;0;;;;;;;;;;;The ESG goals will continue to be updated. The targets and the results achieved as at December 31, 2022 are shown in the overview of ESG goals on the next page. This over - view also contains the new ESG goals defined in 2022 with respect to climate alignment and decarbonization, employee satisfaction, and women in managerial positions.
60;DZ_Bank_2022_EN;11;0;;;;;;;;;;;To provide structure, each goal will be assigned to one of four dimen- sions going forward: environment (E), social (S), corporate governance (G), and ESG in general. In 2022, DZ BANK set itself the goal of managing its busi- ness portfolios in accordance with the Paris climate agree- ment (environment dimension).
61;DZ_Bank_2022_EN;11;0;;;;;;;;;;;This requires it to measure and report on greenhouse gas emissions intensity in the economic sectors that are relevant to decarbonization (’focus sectors’) and manage them using sector-specific goals. In 2022, sector sprints were conducted to develop roadmaps for reduction ( › section 7.1 Impact transparency, sub-section Climate alignment ). A new goal in the social dimension is ensuring lasting employee satisfaction.
62;DZ_Bank_2022_EN;11;0;;;;;;;;;;;DZ BANK has set itself the goal of maintaining its OCI (Organizational Commitment Index) score, measured by the annual staff surveys, at 70 percent or above. In the corporate governance dimension, the DZ BANK Group wants to increase the proportion of women on the Boards of Managing Directors across the group to 30 percent by 2030. On December 31, 2022, the share was 22.9 percent.The ESG goals were achieved in 2022.
63;DZ_Bank_2022_EN;11;0;;;;;;;;;;;Financial services pro- vider MSCI confirmed DZ BANK’s MSCI ESG Research rating of AA (on a scale from AAA to CCC). The DZ BANK Group’s ‘prime’ rating from sustainability rating agency ISS ESG continues to apply. It is also on schedule with reducing the aggregate carbon emissions of its operations. DZ BANK made good progress toward achieving its goals in relation to the business portfolio. For example, the lend- ing volume in the field of renewable energies increased to €6.
64;DZ_Bank_2022_EN;11;0;;;;;;;;;;;48 billion as at December 31, 2022, which was substan- tially higher than the target figure of €6 billion ( › section 7.4.3 Lending ).The proportion of the lending volume that generated a positive impact on the UN SDGs in DZ BANK’s corporate banking business increased to 66 percent (up from 65 percent in 2021) ( › section 7.1 Impact transparency ) and was therefore only slightly below the target of two- thirds.
65;DZ_Bank_2022_EN;11;1;;;;;;;;;;;The volume of assets invested by Union Investment in accordance with the requirements of articles 8 and 9 of the EU Sustainable Finance Disclosure Regulation (SFDR) rose to €122.4 billion by the end of 2022 (December 31, 2021: €125.6 billion). Of this, €81.2 billion (target: €81 billion) was invested sustainably in accordance with the minimum ESG requirements that Union Investment has set for itself ( › sec- tion 7.5 Asset management ).
66;DZ_Bank_2022_EN;11;1;;;;;;;;;;;"iarity, decentralization, regional market responsibility, and sustainability are the central principles of the strategy. The strategic program, which is designed to ensure DZ BANK’s resilience for the future, focuses on improving the market offering, control and production processes, and the cor - porate culture. In 2022, its implementation was structured in 23 implementation packages; one package is dedicated specifically to sustainability topics."
67;DZ_Bank_2022_EN;11;1;;;;;;;;;;;The aims include satis- fying regulatory requirements relating to sustainability, cre- ating transparency in order to provide a basis for strategic decisions about the future focus of sustainability activities, and continually improving the coordination of sustainability activities between DZ BANK, the other management units of the DZ BANK Group, and other partners of the coop- erative financial network, including the Bundesverband der Deutschen Volksbanken und Raiffeisenbanken (BVR) [National.
68;DZ_Bank_2022_EN;11;1;;;;;;;;;;;Association of German Cooperative Banks].
69;DZ_Bank_2022_EN;11;1;;;;;;;;;;;For the most part, implementation of the related measures has been taking place as part of the Advancing Sustainability umbrella program since 2022 ( › section 6.1 Governance ). ESG goals DZ BANK has formulated a variety of sustainability goals that are used in the performance assessment of the Board of Managing Directors and others ( › section 6.1 Governance ). This includes quantitative goals as well as improving the quality of every aspect of ESG within the organization.
70;DZ_Bank_2022_EN;11;1;;;;;;;;;;;The Board of Managing Directors and the Supervisory Board are updated regularly on progress with the achievement of these goals.ISS ESG has awarded the DZ BANK Group a ’Prime’ rating. | | | | | | | |Contents Company profile Corporate management Business portfolio Business processes Employees Corporate citizenship Annex Strategy11 DZ BANK 2022 Sustainability Report 11.
71;DZ_Bank_2022_EN;12;0;;;;;;;;;;;QUANTITATIVE GOALS: OVERVIEW OF CURRENT, UPDATED, AND NEW SUSTAINABILITY GOALS OF DZ BANK FROM 2023 ONWARD E, S or G Subject Goal Actual Dec. 31, 2022 Target value Target year GeneralPortfolio (DZ BANK AG) Expand positive SDG impacts¹ 65.6% 2/3 2026 Rating Maintain current ISS-ESG and MSCI ratingISS C+ (Group) MSCI AA (DZ BANK AG)maintain permanently Environment (E)Portfolio (DZ BANK AG)General: Align portfolio² with the 1.
72;DZ_Bank_2022_EN;12;0;;;;;;;;;;;5 degree target and a net zero future³on the target pathway ≤ 0% deviation from sectoral goals 2023/30/40/50 Energy³ 125 kg CO2e/MWh 107 | 78 2025 | 2030 Automotive³ 0.153 kg CO2e/km 0.136 | 0.107 Steel³ 1.11 kg CO2e/kg 1.05 | 0.92 Cement³ 0.63 kg CO2e/kg 0.60 | 0.53 Aviation³ 0.094 kg CO2e/pkm 0.088 | 0.078 Increase renewable energies funding volume €6.48 billion €7.1 billion 2026 Portfolio (Union Investment) Sustainable assets under management4€81.2 billion €89.
73;DZ_Bank_2022_EN;12;0;;;;;;;;;;;7 billion 2023 Operations (DZ BANK Group) Lower operational CO2 emissions³ 62.38%5Reduction of 65% relative to 2009 | climate-neutral2030 | 2045 Social (S) Operations (DZ BANK AG)Employee satisfaction: Organizational Commitment Index79% > 70% permanently Corporate governance (G)OperationsProportion of women on management bodies • DZ BANK AG Board of Managing Directors • DZ BANK AG Supervisory Board • DZ BANK AG all levels • DZ BANK Group Board of Managing Directors25% 25% 20.7% 22.
74;DZ_Bank_2022_EN;12;1;;;;;;;;;;;9% 25% 25% 25% 30%2023 2023 2030 2030New UpdatedNew 1 Corporate customer lending business > €1 million 2 Banking book for non-financial corporates 3 Not assessed4 Actual, December 31, 2022, based on new calculation method pursuant to Union Investment’s sustainability ambition level 5 Actual December 31, 2021 | | | | | | | |Contents Company profile Corporate management Business portfolio Business processes Employees Corporate citizenship Annex Strategy12 DZ BANK 2022 Sustainability Report 12.
75;DZ_Bank_2022_EN;13;0;;;;;;;;;;;index in the annex ). Union Investment became a supporter of the TCFD in 2018. Since then, it has been integrating cli- mate aspects into its investment-related operating business and into its general strategic, risk, and management pro- cesses ( › section 7.5 Asset management ). The table below shows the DZ BANK Group’s most import- ant voluntary commitments.
76;DZ_Bank_2022_EN;13;0;;;;;;;;;;;Information on other initiatives and memberships with particular relevance to sustainability can be found in the section on stakeholder dialogue ( › sec- tion 6.4 Stakeholder dialogue ).ries with a standardized framework for the integration of sustainability in their business. The PRB also help companies to align their business strategy with societal endeavors such as meeting the targets of the Paris climate agreement and achieving the SDGs.
77;DZ_Bank_2022_EN;13;0;;;;;;;;;;;As well as being committed to the PRB, DZ BANK is involved in other initiatives and working groups at national and international level aimed at helping to stem climate change. DZ BANK is a member of the Net Zero Banking Alliance Ger - many (NZBAG), a coalition of eight German financial insti- tutions led by the Frankfurt-based Green and Sustainable Finance Cluster, and has undertaken to manage its lending and investment portfolios in accordance with the targets of the Paris climate agreement.
78;DZ_Bank_2022_EN;13;0;;;;;;;;;;;It is underpinned by the voluntary climate commitment of the German finance indus- try, which DZ BANK signed in 2021. The signatories report on their progress on the voluntary climate commitment website (for DZ BANK › section 5.1 Strategy and goals, sub-section ESG goals and › section 7.1 Impact transparency, sub-section climate alignment ). In April 2022, DZ BANK became a supporter of the Task Force on Climate-related Financial Disclosures (TCFD).
79;DZ_Bank_2022_EN;13;0;;;;;;;;;;;The TCFD aims to identify and disclose information that inves- tors, lenders and insurers need to be able to adequately assess climate-related risks and opportunities. To this end, the TCFD published non-binding recommendations relating to governance, strategy, risk management, and metrics and targets in 2017.
80;DZ_Bank_2022_EN;13;0;;;;;;;;;;;In this report, DZ BANK AG has published TCFD-relevant content in an index for the first time ( › TCFD Voluntary commitments The implementation of voluntary commitments also helps to promote the integration of sustainability in the corporate strategy of the DZ BANK Group.
81;DZ_Bank_2022_EN;13;0;;;;;;;;;;;By signing up to the United Nations Global Compact in 2008, the DZ BANK Group com- mitted to ten universally accepted principles of responsible conduct in relation to human rights, labor standards, the environment, and anti-corruption. These principles continue to provide a central framework for the business activities of the DZ BANK Group and form the basis of the groupwide code of conduct , which was updated in 2022.
